city,district,voivodeship,localization_y,localization_x,area,sewers,shape,road,fence,water,electricity,gas,price
Wi¹zowna,otwocki,mazowieckie,52.1676,21.3251,1800,,,utwardzana,,,,,219000
Bieniewice,warszawski zachodni,mazowieckie,52.181264,20.574297,1000,,,asfaltowa,,,,,158000
Karczew,otwocki,mazowieckie,52.1764,21.2175,1766,,,utwardzana,,,,,165000
Karwia,pucki,pomorskie,54.83085,18.20723,1723,,,utwardzana,brak,,,,990000
Stepnica,goleniowski,zachodniopomorskie,53.651523,14.626438,56300,,,asfaltowa,brak,brak,,,1689000
£omianki,warszawski zachodni,mazowieckie,52.332787,20.902069,716,miejska,,,brak,,,,375000
Kanie,pruszkowski,mazowieckie,52.1384,20.769,1716,,,asfaltowa,,,,,530000
Halinów,miñski,mazowieckie,52.2255,21.3718,1027,szambo,,asfaltowa,,,,,147000
Otwock,otwocki,mazowieckie,52.1053,21.2616,,miejska,,,,,,,1115000
Karwiany,wroc³awski,dolnoœl¹skie,51.020854,17.01069,3140,,,,brak,,,,1100000
Halinów,miñski,mazowieckie,52.223967,21.357755,1268,,,utwardzana,brak,,,,520000
Soko³ów,pruszkowski,mazowieckie,52.143722,20.8697,3300,,,asfaltowa,brak,,,,1000000
Ksawerów Nowy,bia³obrzeski,mazowieckie,51.637327,21.121849,2200,miejska,,asfaltowa,,,,brak,120000
G³usko Du¿e-Kolonia,opolski,lubelskie,51.20776,22.008007,16600,,,,brak,,,,418000
Warszawa,Bia³o³êka,mazowieckie,52.3411196792443,21.0570290658052,12475,,,asfaltowa,brak,,,,3500000
Warszawa,W³ochy,mazowieckie,52.210519883421,20.8990123896291,815,,,asfaltowa,siatka,,,,1500000
Krogule,nowodworski,mazowieckie,52.544691,20.809839,8172,,,asfaltowa,brak,,,,299000
Warszawa,Bemowo,mazowieckie,52.25361111,20.91333333,1480,,,,,,,,3000000
Sadowie,bêdziñski,œl¹skie,50.4237585574142,19.1113770366383,861,miejska,,,brak,,,,105900
Warszawa,Bia³o³êka,mazowieckie,52.31861111,21.03222222,815,,,asfaltowa,brak,,,,325000
Kuznocin,sochaczewski,mazowieckie,52.222142,20.212402,5437,,,asfaltowa,brak,,,,170000
Zagórze,wielicki,ma³opolskie,49.992854,20.187247,2500,,,asfaltowa,,,,,250000
Bogdaszowice,wroc³awski,dolnoœl¹skie,51.085039,16.789793,1497,,,,brak,,,,196107
Warszawa,Kêpa Zawadowska,mazowieckie,52.1684267250866,21.1164757405461,1207,,,asfaltowa,brak,,,,967518
Kórnik,poznañski,wielkopolskie,52.2371498866004,17.1006936345771,780,miejska,,asfaltowa,,,,,211000
Pietrzykowice,wroc³awski,dolnoœl¹skie,51.053827,16.883312,1092,miejska,,,brak,,,,240240
Dopiewo,poznañski,wielkopolskie,52.356457,16.677923,3871,,,,brak,brak,,,799000
Laski,warszawski zachodni,mazowieckie,52.2941,20.8421,1250,miejska,,asfaltowa,siatka,,,,700000
Cholewy,warszawski zachodni,mazowieckie,52.220568,20.491449,77750,,,utwardzana,,,,,2177000
Bêdkowice,krakowski,ma³opolskie,50.167451,19.754203,1910,,,asfaltowa,metalowe,,,,309000
Zaborówek,warszawski zachodni,mazowieckie,52.279196,20.640992,1198,miejska,,utwardzana,brak,,,,149000
Pêpowo,kartuski,pomorskie,54.366849,18.398377,875,,,asfaltowa,,,,,140000
Tarnów,ma³opolskie,,50.011144,20.991046,2600,miejska,,,,,,,162000
Tuchów,tarnowski,ma³opolskie,49.890613,21.055649,1546,miejska,,,,,,,119000
Borzêcin Ma³y,warszawski zachodni,mazowieckie,52.248631,20.715528,1000,,,,brak,,,,175000
Tarnów,ma³opolskie,,50.011144,20.991046,2014,miejska,,,,,,,150000
Warszawa,Powsin,mazowieckie,52.12833333,21.10361111,27065,brak,,asfaltowa,brak,,,brak,20299000
¯yrardów,¿yrardowski,mazowieckie,52.049185,20.448218,1460,,,asfaltowa,,,,,179000
¯yrardów,¿yrardowski,mazowieckie,52.049185,20.448218,1100,miejska,,utwardzana,siatka,,,,185000
Milanówek,grodziski,mazowieckie,52.124582,20.667208,2500,miejska,,,,,,,850000
Warszawa,Wilanów,mazowieckie,52.1737,21.07433,840,,,utwardzana,siatka,,,,2150000
Mosty,pucki,pomorskie,54.6193629487602,18.492929805255,15900,,,,,,,,3170000
Gliczarów Górny,tatrzañski,ma³opolskie,49.349116,20.051083,1957,,,asfaltowa,,,,,410000
Osiek,starogardzki,pomorskie,53.7034,18.5049,952,,,utwardzana,,,,,57120
KuŸnica ¯elichowska,czarnkowsko-trzcianecki,wielkopolskie,52.975746,16.084954,3400,,prostok¹t,asfaltowa,,,,,85000
Kraków,Bielany,ma³opolskie,50.04361111,19.82666667,2784,,prostok¹t,utwardzana,,,,,2000000
KoŸmin,turecki,wielkopolskie,52.076144,18.674344,5700,,,,,,,,120000
Koninko,poznañski,wielkopolskie,52.3105,17.0155,889,,,,siatka,,,,265000
Zabrze,Mikulczyce,œl¹skie,,,9070,brak,,,brak,,,,1200000
Wolica,pruszkowski,mazowieckie,52.1185,20.8667,1500,miejska,,,drewniane,,,,1500000
Warszawa,Ursus,mazowieckie,52.19388889,20.88611111,615,,,asfaltowa,siatka,,,,629000
Warszawa,Ursynów,mazowieckie,52.14916667,21.04416667,696,,,,brak,,,,480000
Warszawa,Targówek,mazowieckie,52.27777778,21.0625,2526,,,asfaltowa,,,,,2200000
Niepo³omice,wielicki,ma³opolskie,50.0406662,20.2225326,1142,miejska,,asfaltowa,,,,,145000
Aleksandrów Kujawski,aleksandrowski,kujawsko-pomorskie,52.8658,18.7621,50954,,,asfaltowa,brak,,,,2038160
£azy,wêgrowski,mazowieckie,52.5787,21.6194,1800,,,,,,,,90000
Siedleczek,poznañski,wielkopolskie,52.3925,17.3377,1706,brak,,asfaltowa,,,,brak,135000
Wielka Wieœ,poznañski,wielkopolskie,52.3688,16.5015,1700,szambo,,utwardzana,brak,,,,136000
Warszawa,Grabów,mazowieckie,52.14101,21.01303,1472,,,asfaltowa,siatka,,,,1766000
Pêciszów,trzebnicki,dolnoœl¹skie,51.350377,17.18648,2000,,,asfaltowa,brak,,,,200000
Warchlino,stargardzki,zachodniopomorskie,53.441128,14.99,980,,,asfaltowa,brak,,,,63700
Konstancin-Jeziorna,piaseczyñski,mazowieckie,52.10126,21.07059,2000,,,utwardzana,brak,,,,1190000
Warszawa,Ursynów,mazowieckie,52.1426452865245,21.0661516106113,2532,,,utwardzana,,,,,2997000
Warszawa,Powsin,mazowieckie,52.1322435309417,21.0810009256837,4493,,,,,,,,2218500
S³opsk,wyszkowski,mazowieckie,52.52304994134709,21.3180788293885,1518,,,asfaltowa,,,,,99000
£ódŸ,Widzew,³ódzkie,51.8020418,19.5306261,2039,,,asfaltowa,,,,,439000
Œlepowrony,p³oñski,mazowieckie,52.623,20.5002,3750,,,utwardzana,brak,,,,139500
Radom,Halinów,mazowieckie,51.3919,21.1012,16500,miejska,,asfaltowa,brak,,,,3600000
Józefów,legionowski,mazowieckie,52.3838,21.0179,47800,,,,brak,,,,4500000
Warszawa,Miêdzylesie,mazowieckie,52.20611111,21.17472222,1285,szambo,,asfaltowa,brak,,,,771000
Wieliszew,legionowski,mazowieckie,52.4609,20.9585,1500,brak,,asfaltowa,brak,,,,310000
Kraków,Podgórze Stare,ma³opolskie,50.0412,19.9402,1167,,,asfaltowa,,,,,1500000
Narzym,dzia³dowski,warmiñsko-mazurskie,53.184476,20.259717,1080,miejska,,asfaltowa,brak,,,,37800
Nikielkowo,olsztyñski,warmiñsko-mazurskie,53.804597,20.56907,2751,,,,brak,,,,145000
Dorotowo,olsztyñski,warmiñsko-mazurskie,53.691634,20.41299,3087,brak,,,brak,,,brak,278000
Starogard Gdañski,starogardzki,pomorskie,53.9649479,18.53824854,1254,,,asfaltowa,brak,,,,89000
Poznañ,Umultowo,wielkopolskie,52.478,16.944,690,,,utwardzana,brak,,,,330000
Gliwice,œl¹skie,,50.29308,18.6755,1381,miejska,,asfaltowa,siatka,,,,275000
Gliwice,œl¹skie,,50.29308,18.6755,3156,miejska,,asfaltowa,siatka,,,,850000
Kolbudy,gdañski,pomorskie,54.2652855103285,18.4563381424603,868,,,asfaltowa,,,,,146000
Czu³ów,krakowski,ma³opolskie,50.0595,19.7,2900,,,,,,,,210000
Milanówek,grodziski,mazowieckie,52.134113475384,20.652291438516,2379,miejska,prostok¹t,utwardzana,,,,,800000
Duchnice,warszawski zachodni,mazowieckie,52.1969,20.7929,1300,szambo,,utwardzana,brak,,,,390000
Kraków,Nowa Huta,ma³opolskie,50.07410821,20.03700256,3207,,,,,,,,1400000
Warszawa,Zawady,mazowieckie,52.179474,21.112773,3755,,,asfaltowa,,,,,1450000
Czarny Las,grodziski,mazowieckie,52.0605103,20.5900593,1488,,,asfaltowa,siatka,,,,297000
Myœlenice,myœlenicki,ma³opolskie,49.8182129,19.9399109,868,,,,brak,,,,150000
D¹bie,bêdziñski,œl¹skie,50.404,19.1431,2570,szambo,,,,,,,126000
Drogoszewo,wyszkowski,mazowieckie,52.577197,21.447645,13100,,,asfaltowa,brak,,,,520000
Wilczków,œredzki,dolnoœl¹skie,51.1832409,16.517933,1500,brak,,,brak,,,brak,60000
Sosnowiec,Pogoñ,œl¹skie,50.29,19.12611111,900,,prostok¹t,utwardzana,brak,,,,198000
Starogard Gdañski,starogardzki,pomorskie,53.9442770529068,18.5298623646005,1149,,,,brak,,,,85000
Niepo³omice,wielicki,ma³opolskie,50.029867,20.219201,900,miejska,,asfaltowa,,,,,95000
Górki Ma³e,cieszyñski,œl¹skie,49.751773,18.873198,972,,,asfaltowa,,,,,85000
Gaj,krakowski,ma³opolskie,49.959635,19.888986,1408,,prostok¹t,,,,,,280000
S³omin,pruszkowski,mazowieckie,52.108018034925,20.894437085204,4682,miejska,prostok¹t,polna,,wodoci¹g w drodze,w drodze,w drodze,1385000
Poznañ,wielkopolskie,,52.4046,16.9489,1794,,,asfaltowa,,,,,298000
Piotrków Trybunalski,³ódzkie,,51.408898035319,19.653407199664,850,miejska,prostok¹t,asfaltowa,siatka,wodoci¹g na dzia³ce,na dzia³ce,na dzia³ce,243000
Zielonki,krakowski,ma³opolskie,50.124158,19.922056,970,miejska,,,brak,,,,290000
Kraków,Rajsko,ma³opolskie,49.98638889,19.97,4150,,,,,,,,850000
Kraków,Zwierzyniec,ma³opolskie,50.05,19.89527778,950,miejska,,,siatka,,,,970000
Zabierzów,krakowski,ma³opolskie,50.114201,19.802529,963,,,,siatka,,,,195000
Kraków,Dêbniki,ma³opolskie,50.04888889,19.91416667,871,miejska,,,,,,,950000
Zagórze,chrzanowski,ma³opolskie,50.093332,19.40722,1900,brak,,,,,,,200000
Budy Zaklasztorne,¿yrardowski,mazowieckie,51.9927,20.3221,2000,miejska,,,,,,,210000
Kruszówiec,otwocki,mazowieckie,52.1191,21.4275,1400,,,asfaltowa,brak,,,,154000
Marki,wo³omiñski,mazowieckie,52.3218,21.1032,749,,,utwardzana,brak,,,,495000
Mstowo,w³oc³awski,kujawsko-pomorskie,52.39318,19.01236,4300,,,asfaltowa,,,,,350000
Marki,wo³omiñski,mazowieckie,52.3218,21.1032,2369,,,utwardzana,brak,,,,795000
£ódŸ,³ódzkie,,51.77584788,19.49000359,2639,,,asfaltowa,,,,,2600000
Osiniec,gnieŸnieñski,wielkopolskie,52.5099,17.6422,808,,prostok¹t,utwardzana,brak,,,,76760
Konstancin-Jeziorna,piaseczyñski,mazowieckie,52.092927,21.119394,2094,,prostok¹t,asfaltowa,siatka,,,,750000
Koszyce Wielkie,tarnowski,ma³opolskie,49.98009,20.94554,2400,brak,,,,,,,240000
Osuchów,¿yrardowski,mazowieckie,51.897267,20.589763,4400,szambo,,utwardzana,siatka,,,,129000
Czersk,chojnicki,pomorskie,53.8294336,18.08692932,1473,,,asfaltowa,brak,,,,73900
¯uków,sochaczewski,mazowieckie,52.263874,20.262464,988,brak,,,,,,brak,75000
Janówek Duranowski,sochaczewski,mazowieckie,52.201809,20.240438,1100,,,,,,,brak,143000
KaŸmierów,sochaczewski,mazowieckie,52.201189,20.319538,3177,brak,,,,,,brak,110000
Paprotnia,sochaczewski,mazowieckie,52.213024,20.411765,1400,brak,,,brak,,,brak,98000
Dwernik,bieszczadzki,podkarpackie,49.201988,22.624744,,,prostok¹t,asfaltowa,,,,,200000
£ódŸ,Widzew,³ódzkie,51.75305556,19.51972222,2700,,trapez,asfaltowa,,,,,675000
£omianki,warszawski zachodni,mazowieckie,52.332787,20.902069,1900,,prostok¹t,utwardzana,brak,,,,1135000
Otwock,otwocki,mazowieckie,52.110344,21.266142,1150,,prostok¹t,utwardzana,,,,,55000
Klêk,zgierski,³ódzkie,51.866115,19.517034,1800,,prostok¹t,asfaltowa,brak,,,,270000
Zofiówka,³ódzki wschodni,³ódzkie,51.606232,19.468342,1283,,prostok¹t,polna,brak,,,,153960
Szczytniki,poznañski,wielkopolskie,52.30125438,17.01663754,1606,brak,,utwardzana,brak,,,,264990
Ceradz Dolny,szamotulski,wielkopolskie,52.412324,16.5943731,1021,miejska,,,brak,,,,117000
Janikowo,poznañski,wielkopolskie,52.44032983,17.02533287,10090,miejska,,asfaltowa,brak,,,,2118900
Karczew,otwocki,mazowieckie,52.0417261,21.26522416,1117,,,utwardzana,brak,,,,111700
Leszno,warszawski zachodni,mazowieckie,52.26241596,20.6101284,1017,,,asfaltowa,brak,,,,160000
Puszczykowo,poznañski,wielkopolskie,52.277269,16.857128,1250,,,,,,,,500000
Janówek Duranowski,sochaczewski,mazowieckie,52.201809,20.240438,1100,,,,,,,,143000
Ustroñ,cieszyñski,œl¹skie,49.7138506481256,18.7988735468898,1600,brak,,asfaltowa,brak,,,,480000
Ustroñ,cieszyñski,œl¹skie,49.724255,18.808961,913,miejska,,asfaltowa,brak,,,,252000
Zabrze,Makoszowy,œl¹skie,50.26361111,18.75666667,1527,,prostok¹t,,,,,,199000
Zab³udów,bia³ostocki,podlaskie,53.0145786409995,23.3243779015343,1093,,kwadrat,,brak,,,,65580
Gdañsk,Œwibno,pomorskie,54.3366195547118,18.9163163710784,730,,,asfaltowa,,,,,365000
Rynia,legionowski,mazowieckie,52.473504,21.071,3274,,prostok¹t,asfaltowa,siatka,,,,399000
Wo³omin,wo³omiñski,mazowieckie,52.345472,21.23894,4221,,prostok¹t,asfaltowa,siatka,,,,929000
Poznañ,Szczepankowo,wielkopolskie,52.36611111,17.00694444,1881,,,utwardzana,brak,,,,573705
Golkowice,wielicki,ma³opolskie,49.9731,19.974,2000,,trapez,asfaltowa,brak,,,,340000
Kolbudy,gdañski,pomorskie,54.264,18.4538,1052,,,asfaltowa,,,,,158000
Poznañ,Szczepankowo,wielkopolskie,52.3591084,17.0209549,1433,,,utwardzana,siatka,,,,415000
Poznañ,Szczepankowo,wielkopolskie,52.3591084,17.0209549,2866,,,utwardzana,siatka,,,,830000
Dêbniak,zgierski,³ódzkie,51.87402695,19.39335565,972,,,asfaltowa,siatka,,,,125000
Nowy Tomyœl,nowotomyski,wielkopolskie,52.3131,16.1184,10500,,,,brak,,,,1680000
Gronowo Górne,elbl¹ski,warmiñsko-mazurskie,54.1331,19.4698,6300,,prostok¹t,asfaltowa,,,,,295000
Warszawa,Miêdzylesie,mazowieckie,52.1985,21.1647,853,miejska,,,siatka,,,,610000
Wilkszyn,œredzki,dolnoœl¹skie,51.191979,16.860451,2396,,,,,,,,365916
Ruda Œl¹ska,Bielszowice,œl¹skie,50.26694444,18.83111111,1749,,prostok¹t,utwardzana,brak,,,,249000
Za³uski,p³oñski,mazowieckie,52.51593,20.53113,1000,,,asfaltowa,brak,,,,50000
Komorniki,poznañski,wielkopolskie,52.3439,16.8117,14104,,prostok¹t,,,,,,3650000
Janówek Duranowski,sochaczewski,mazowieckie,52.201809,20.240438,1713,brak,,,,,,brak,205560
Kamienica,limanowski,ma³opolskie,49.564572,20.360124,3200,,,asfaltowa,brak,,,,99000
Nowe Kêszyce,skierniewicki,³ódzkie,52.142848,20.138709,25100,brak,,,brak,,,brak,125000
Nowe Kêszyce,skierniewicki,³ódzkie,52.142848,20.138709,5003,brak,,,brak,,,brak,50000
Niepo³omice,wielicki,ma³opolskie,50.029867,20.219201,1500,,,,,,,,170000
Niepo³omice,wielicki,ma³opolskie,50.029867,20.219201,800,,,,brak,,,,96000
Niepo³omice,wielicki,ma³opolskie,50.0407,20.2225,950,,,,,,,,110000
Serock,legionowski,mazowieckie,52.511766,21.072166,900,,prostok¹t,polna,brak,,,,99000
Warszawa,Anin,mazowieckie,52.2405,21.0342,1205,,prostok¹t,asfaltowa,,,,,1800000
Paczkowo,poznañski,wielkopolskie,52.398398,17.161372,783,,prostok¹t,,,,,,157000
Milanówek,grodziski,mazowieckie,52.1271296320138,20.6442394521344,1409,,trapez,asfaltowa,brak,,,,440000
Warszawa,W³ochy,mazowieckie,52.1932,20.9606,443,,prostok¹t,asfaltowa,siatka,,,,2750000
Warszawa,Wilanów,mazowieckie,52.2405,21.0342,5644,,,utwardzana,brak,,,,2040000
Poznañ,Morasko,wielkopolskie,52.4688,16.8984,1413,,,,,,,,890000
Bugaj,POZNAÑSKI,wielkopolskie,52.46643,17.151489,22941,,prostok¹t,utwardzana,brak,,,,4129380
Kosakowo,pucki,pomorskie,54.5891,18.4856,1212,,prostok¹t,asfaltowa,,,,,280000
Kosakowo,pucki,pomorskie,54.5891,18.4856,1003,,prostok¹t,asfaltowa,brak,,,,253000
Soko³owice,oleœnicki,dolnoœl¹skie,51.2432,17.4472,1100,,prostok¹t,,,,,,95700
Górsk,toruñski,kujawsko-pomorskie,53.056583,18.42774,660,,prostok¹t,asfaltowa,,,,,50000
Suchy Las,poznañski,wielkopolskie,52.4771,16.8596,2621,,,asfaltowa,,,,,1400000
Kicin,poznañski,wielkopolskie,52.4707,17.0281,1794,,,asfaltowa,,,,,298000
Dobrzykowice,wroc³awski,dolnoœl¹skie,51.0933,17.1948,580,,prostok¹t,asfaltowa,,,,,125000
Bielsko-Bia³a,Straconka,œl¹skie,49.8045,19.0966,3788,,,,,,,,568200
Pra¿mów,piaseczyñski,mazowieckie,51.943282,20.962867,1100,,,,,,,,120000
Poniatowice,oleœnicki,dolnoœl¹skie,51.2293,17.5413,1700,,prostok¹t,,,,,,88000
Poniatowice,oleœnicki,dolnoœl¹skie,51.2293,17.5413,1700,,prostok¹t,,,,,,88000
Poniatowice,oleœnicki,dolnoœl¹skie,51.2293,17.5413,1700,,prostok¹t,,,,,,88000
Józefów,otwocki,mazowieckie,51.3501,21.5154,1366,,,,,,,,546000
Kazimierz Dolny,pu³awski,lubelskie,51.322658,21.948951,1731,,prostok¹t,utwardzana,siatka,,,,990000
Poniatowice,oleœnicki,dolnoœl¹skie,51.2293,17.5413,1700,,prostok¹t,,,,,,88000
Poniatowice,oleœnicki,dolnoœl¹skie,51.2293,17.5413,1700,,prostok¹t,,,,,,88000
Poniatowice,oleœnicki,dolnoœl¹skie,51.2293,17.5413,1700,,prostok¹t,,,,,,88000
Soko³owice,oleœnicki,dolnoœl¹skie,51.2432,17.4472,1000,,prostok¹t,asfaltowa,,,,,95000
Soko³owice,oleœnicki,dolnoœl¹skie,51.2432,17.4472,1000,,prostok¹t,polna,,,,,87000
D¹browa,warszawski zachodni,mazowieckie,52.3272172,20.868166,1041,,,,brak,,,,500000
Poznañ,Szczepankowo,wielkopolskie,52.37,16.9989,1200,szambo,,,,,,,336000
£ódŸ,Andrzejów,³ódzkie,51.74228373,19.60627198,450,,,utwardzana,siatka,,,,120000
Szewce,poznañski,wielkopolskie,52.3099742078908,16.5130014654848,1043,szambo,,,brak,,,,73010
Garbów,³ódzki wschodni,³ódzkie,51.5728021,19.54227448,1690,,,asfaltowa,brak,,,,117000
Szewce,poznañski,wielkopolskie,52.3099742078908,16.5130014654848,906,,,,brak,,,,63420
Zgierz,zgierski,³ódzkie,51.83233003,19.42408562,1402,,,utwardzana,brak,,,,274000
Reda,wejherowski,pomorskie,54.6151,18.3326,2275,,trapez,,,,,,441500
Pleœna,tarnowski,ma³opolskie,49.926547,20.945666,3300,miejska,,,,,,,144000
Pleœna,tarnowski,ma³opolskie,49.926547,20.945666,2900,miejska,,,,,,,114000
Warszawa,Wawer,mazowieckie,52.21944444,21.13555556,1261,,prostok¹t,asfaltowa,siatka,,,,946000
Kielce,Baranówek,œwiêtokrzyskie,50.8458,20.6229,732,,,utwardzana,siatka,,,,359000
Kielce,Baranówek,œwiêtokrzyskie,50.8454,20.6229,732,miejska,,utwardzana,siatka,,,,359000
Wroc³aw,Pracze Odrzañskie,dolnoœl¹skie,51.1828301335542,16.9076572091731,8644,,,asfaltowa,brak,,,,1728800
Kórnik,poznañski,wielkopolskie,52.181,17.0169,3001,,,,,,,,135000
Walaszczyki,czêstochowski,œl¹skie,50.7229,18.99487,2800,,,asfaltowa,brak,,,,106400
Czêstochowa,œl¹skie,,50.8433539,19.1988967,760,,,asfaltowa,brak,,,,120000
Skórka,z³otowski,wielkopolskie,53.23585036,16.89482043,1831,,,,,,,,82000
Niemcza,dzier¿oniowski,dolnoœl¹skie,50.7197,16.8357,,,,,,,,,200000
Aleksandrów £ódzki,zgierski,³ódzkie,51.8164215254524,19.3353019002187,2171,brak,,asfaltowa,siatka,,,,325000
Ka³y,opolski,opolskie,50.8337256,18.0750653,1720,,,,,,,,49000
Gr¹dy,warszawski zachodni,mazowieckie,52.2623,20.5634,1500,szambo,,utwardzana,brak,,,,189000
Opole,opolskie,,50.73321575,17.87866776,1354,miejska,,asfaltowa,,,,brak,146900
Warszawa,Ursus,mazowieckie,52.18781,20.88244,718,,,,,,,,1999000
Kosów Lacki,soko³owski,mazowieckie,52.58907504,22.17384338,9120,,,,siatka,,,,97000
Sulejówek,miñski,mazowieckie,52.2420051,21.2747367,1093,,,,,,,,330000
Dziekanów Polski,warszawski zachodni,mazowieckie,52.3641,20.84788,2040,,,utwardzana,,,,,816000
Poœwiêtne,wo³omiñski,mazowieckie,52.32932,21.4223,1847,,,utwardzana,brak,,,,160000
Obrowo,toruñski,kujawsko-pomorskie,52.9717,18.8788,1000,,,utwardzana,brak,,,,36000
Wierzchos³awice,tarnowski,ma³opolskie,50.01929897,20.85411147,2200,,,,brak,,,,99000
Grodziec Drugi,opolski,opolskie,50.6244726,17.686589,6053,szambo,,asfaltowa,,,,brak,153000
Stare Za³ubice,wo³omiñski,mazowieckie,52.48086,21.12231,2130,,,asfaltowa,brak,,,,351450
Grodziec Drugi,opolski,opolskie,50.6244726,17.686589,6053,szambo,,asfaltowa,,,,brak,153000
Sulejówek,miñski,mazowieckie,52.2420051,21.2747367,980,,,utwardzana,brak,,,,300000
Wieliszew,legionowski,mazowieckie,52.450998,20.969749,1687,,,,,,,,300000
Dobrzyniec,otwocki,mazowieckie,52.11163,21.45946,1500,,,,,,,,65000
Micha³owice,pruszkowski,mazowieckie,52.16018691,20.89423227,1698,,,asfaltowa,brak,,,,895000
Zbychowo,wejherowski,pomorskie,54.544116,18.303004,1886,brak,,,,,,brak,167000
Katrynka,bia³ostocki,podlaskie,53.235611,23.151181,29213,,,asfaltowa,,,,,1500000
Czêstochowa,œl¹skie,,50.8486057,19.1008673,1300,,,asfaltowa,siatka,,,,240000
Grodziec Drugi,opolski,opolskie,50.6244726,17.686589,1703,szambo,,asfaltowa,,,,brak,59000
Warszawa,Weso³a,mazowieckie,52.2253284,21.24824524,1000,,,asfaltowa,brak,,,,439000
Dziechciniec,otwocki,mazowieckie,52.14955,21.35541,1348,,,,brak,,,,168500
¯abiczyn,nowodworski,mazowieckie,52.54916,20.85557,906,,,utwardzana,brak,,,,60000
Stasi Las,legionowski,mazowieckie,52.48747,21.04044,1000,,,,,,,,129000
Jadów,wo³omiñski,mazowieckie,52.47849,21.63066,1400,,,utwardzana,brak,,,,66666
Potasze,poznañski,wielkopolskie,52.524101,17.026018,1794,,,asfaltowa,,,,,298000
Ludwików,sochaczewski,mazowieckie,52.187,20.472337,3487,,,asfaltowa,,,,,85000
Piskornia,pu³tuski,mazowieckie,52.59965,21.0119,931,,,utwardzana,brak,,,,37000
Siechnice,wroc³awski,dolnoœl¹skie,51.0336,17.1473,4000,,,,,,,,1800000
Dobrzeñ Wielki,opolski,opolskie,50.7672,17.8464,6623,miejska,,,,,,,520000
Pogorzelec,pu³tuski,mazowieckie,52.58194,21.0983,1400,,,utwardzana,brak,,,,45000
¯arki,myszkowski,œl¹skie,50.6319,19.4024,2690,,,asfaltowa,brak,,,,199000
Tr¹bki,wielicki,ma³opolskie,49.962661,20.148591,900,szambo,,,brak,,,,100000
Gdañsk,Siedlce,pomorskie,54.3473765224046,18.6286248232588,550,,,,,,,,550000
Rewal,gryficki,zachodniopomorskie,54.081731,15.018069,1800,miejska,,,siatka,,,,1060000
Kamieñ Pomorski,kamieñski,zachodniopomorskie,53.970455,14.775268,998,miejska,,asfaltowa,inne,,,,99800
Gostyñ,kamieñski,zachodniopomorskie,54.027971,14.946015,652,miejska,,,inne,,,,53000
Dziwnówek,kamieñski,zachodniopomorskie,54.034741,14.80684,1067,szambo,,,inne,w³asne ujêcie/studnia,,,53000
Starcza,czêstochowski,œl¹skie,50.6685279897997,19.0563747972818,1320,,,asfaltowa,brak,,,,57000
Mechnice,opolski,opolskie,50.6654878,17.8301979,1600,szambo,,,,,,,125000
Grabno,tarnowski,ma³opolskie,49.927773,20.78077,1700,,,,,,,,58000
Klonowo Dolne,gdañski,pomorskie,54.2069250820991,18.3028117892897,29500,,,asfaltowa,brak,,,,2100000
Gniechowice,wroc³awski,dolnoœl¹skie,50.987301,16.833371,2000,,,asfaltowa,,,,,240000
Stêszewko,poznañski,wielkopolskie,52.526757,17.179332,1560,,,,,,,,115000
Warszawa,Wawer,mazowieckie,52.1937869249391,21.1641241262584,1095,,prostok¹t,,,,,,750000
Karpacz,jeleniogórski,dolnoœl¹skie,50.776147,15.759214,1036,miejska,,,inne,,,,307000
Lipowa,¿ywiecki,œl¹skie,49.674753,19.094725,1800,miejska,,utwardzana,brak,,,,108000
Czêstochowa,œl¹skie,,50.80971,19.122316,19544,,,asfaltowa,brak,,,,1200000
