city,district,voivodeship,localization_y,localization_x,area,sewers,shape,road,fence,water,electricity,gas,price
Urzut,pruszkowski,mazowieckie,52.073848,20.741939,7028,,prostok¹t,,brak,,,,983920
Owczarnia,pruszkowski,mazowieckie,52.10029,20.706871,1600,,prostok¹t,,,,,,369000
Owczarnia,pruszkowski,mazowieckie,52.1028,20.705,842,,prostok¹t,,brak,,,,225000
Korytów,¿yrardowski,mazowieckie,52.029588,20.468333,1020,,prostok¹t,utwardzana,brak,,,,87700
Kuklówka Radziejowicka,¿yrardowski,mazowieckie,52.045477,20.594722,1500,,prostok¹t,,brak,,,,120000
Budy Micha³owskie,grodziski,mazowieckie,52.056669,20.543937,1517,,prostok¹t,,,,,,166870
Brwinów,pruszkowski,mazowieckie,52.140582,20.71904,1395,,prostok¹t,,,,,,466000
¯ó³win,pruszkowski,mazowieckie,52.106761,20.725973,1040,,prostok¹t,,,,,,166000
Owczarnia,pruszkowski,mazowieckie,52.10029,20.706871,1120,,prostok¹t,,,,,,270000
Grzegorzewice,grodziski,mazowieckie,51.964404,20.648492,3000,,prostok¹t,asfaltowa,brak,,,,190000
Budy Micha³owskie,grodziski,mazowieckie,52.056669,20.543937,1216,,prostok¹t,,,,,,133760
Brwinów,pruszkowski,mazowieckie,52.140582,20.71904,1395,,prostok¹t,,,,,,466000
Owczarnia,pruszkowski,mazowieckie,52.10029,20.706871,1120,,prostok¹t,,,,,,270000
¯ó³win,pruszkowski,mazowieckie,52.106761,20.725973,1040,,prostok¹t,,,,,,166000
Jeruzal,skierniewicki,³ódzkie,51.909708,20.347288,1200,,prostok¹t,,,,,,70000
Jeruzal,skierniewicki,³ódzkie,51.909708,20.347288,1200,,prostok¹t,,,,,,70000
Jeruzal,skierniewicki,³ódzkie,51.909708,20.347288,1200,,prostok¹t,,,,,,70000
Grzegorzewice,grodziski,mazowieckie,51.964404,20.648492,1434,,prostok¹t,asfaltowa,brak,,,,129000
Grzegorzewice,grodziski,mazowieckie,51.964404,20.648492,1117,,prostok¹t,asfaltowa,brak,,,,100000
Grzegorzewice,grodziski,mazowieckie,51.964404,20.648492,1776,,prostok¹t,asfaltowa,brak,,,,160000
Grzegorzewice,grodziski,mazowieckie,51.964404,20.648492,1154,,prostok¹t,asfaltowa,brak,,,,104000
Nowe Paski,sochaczewski,mazowieckie,52.234916,20.393688,3000,,prostok¹t,,brak,,,,195000
Stary Drzewicz,¿yrardowski,mazowieckie,52.110156,20.405523,18000,,prostok¹t,,brak,,,,1120000
Grabina Radziwi³³owska,¿yrardowski,mazowieckie,52.006906,20.27931,3000,,prostok¹t,,brak,,,,150000
Jeruzal,skierniewicki,³ódzkie,51.909708,20.347288,1200,,prostok¹t,,,,,,70000
Jeruzal,skierniewicki,³ódzkie,51.909708,20.347288,1200,,prostok¹t,,,,,,490000
Karolina,grodziski,mazowieckie,52.161351,20.550578,3007,,,utwardzana,brak,,,,198000
Karolina,grodziski,mazowieckie,52.161351,20.550578,3204,,prostok¹t,utwardzana,brak,,,,211000
Zaborówek,warszawski zachodni,mazowieckie,52.279196,20.640992,1770,,prostok¹t,,,,,,300000
Micha³owice,pruszkowski,mazowieckie,52.166984,20.882148,800,,prostok¹t,asfaltowa,brak,,,,696000
Wola Pra¿mowska,piaseczyñski,mazowieckie,51.942459,20.986169,132042,,,asfaltowa,brak,,,,11400000
Warszawa,Ursynów,mazowieckie,52.14916667,21.04416667,3287,,prostok¹t,,,,,,3610000
Budy Zaklasztorne,¿yrardowski,mazowieckie,51.994807,20.31688,1880,,prostok¹t,,brak,,,,166000
Stare Budy,grodziski,mazowieckie,52.064092,20.511617,2751,,prostok¹t,,brak,,,,178815
¯ó³win,pruszkowski,mazowieckie,52.1049,20.7294,1251,,kwadrat,,brak,,,,215000
Kuklówka Radziejowicka,¿yrardowski,mazowieckie,52.045477,20.594722,10000,,prostok¹t,asfaltowa,brak,,,,400000
Kajetany,pruszkowski,mazowieckie,52.097417,20.817449,977,,prostok¹t,utwardzana,brak,,,,293000
Janki,pruszkowski,mazowieckie,52.128847,20.898904,10000,,prostok¹t,asfaltowa,brak,,,,4200000
Henryszew,grodziski,mazowieckie,52.074297,20.468626,1196,,kwadrat,,brak,,,,124000
Franciszków,¿yrardowski,mazowieckie,52.015342,20.327579,1451,,prostok¹t,,brak,,,,109000
Krze Du¿e,¿yrardowski,mazowieckie,52.003324,20.592878,19187,,prostok¹t,,,,,,959350
Wilkowa Wieœ,warszawski zachodni,mazowieckie,52.257814,20.537016,1500,,prostok¹t,asfaltowa,brak,,,,199000
Studzieniec,¿yrardowski,mazowieckie,51.996194,20.387578,3000,,kwadrat,,brak,,,,99000
Paprotnia,sochaczewski,mazowieckie,52.213024,20.411765,1120,,prostok¹t,utwardzana,,,,,99000
Przypki,piaseczyñski,mazowieckie,52.007244,20.813905,1500,,prostok¹t,polna,,,,,240000
Radonie,grodziski,mazowieckie,52.06523,20.640801,3584,,prostok¹t,,brak,,,,664600
Miedniewice,¿yrardowski,mazowieckie,52.082341,20.303263,1100,,kwadrat,asfaltowa,brak,,,,66000
Jastrzêbie,piaseczyñski,mazowieckie,52.066545,21.093155,1400,,kwadrat,utwardzana,brak,,,,349000
Milanówek,grodziski,mazowieckie,52.124582,20.667208,1792,,prostok¹t,,brak,,,,376320
Jurki,grójecki,mazowieckie,51.904499,20.781472,12760,,kwadrat,,brak,,,,530000
Sêkocin Stary,pruszkowski,mazowieckie,52.111945,20.882695,2034,,prostok¹t,,,,,,608166
Jesionka,¿yrardowski,mazowieckie,52.024243,20.357564,1400,,prostok¹t,,,,,,140000
Miêdzyborów,grodziski,mazowieckie,52.0655,20.4781,2265,,,utwardzana,brak,,,,226500
Milanówek,grodziski,mazowieckie,52.124582,20.667208,1450,,,,,,,,551000
Z³otok³os,piaseczyñski,mazowieckie,52.002796,20.913957,2860,,prostok¹t,,,,,,419000
Milanówek,grodziski,mazowieckie,52.124582,20.667208,1750,,prostok¹t,asfaltowa,,,,,255000
Stanis³awów,nowodworski,mazowieckie,52.394491,20.576631,4000,,,,,,,,400000
Warszawa,Sadul,mazowieckie,52.1962,21.1782,915,,prostok¹t,asfaltowa,metalowe,,,,1300000
Otrêbusy,pruszkowski,mazowieckie,52.1265,20.7566,981,,prostok¹t,asfaltowa,,,,,390000
Brwinów,pruszkowski,mazowieckie,52.1391,20.7368,1700,,prostok¹t,,brak,,,,450000
Ustronie Morskie,ko³obrzeski,zachodniopomorskie,54.2097,15.7534,806,,prostok¹t,utwardzana,brak,,,,150000
Domaniew,pruszkowski,mazowieckie,52.18724,20.76438,900,,,utwardzana,,,,,399900
Ustka,pomorskie,,,,1094,,trapez,utwardzana,,,,,164100
Gilowice,pszczyñski,œl¹skie,49.993037,19.10658,960,,kwadrat,asfaltowa,brak,,,,60000
Pryszczowa Góra,lubelski,lubelskie,51.393983,22.450185,1500,,,,,,,,99000
Zawonia,trzebnicki,dolnoœl¹skie,51.3244696480284,17.198604433854,3411,,,utwardzana,brak,,,,150000
Kobylnica,poznañski,wielkopolskie,52.445958,17.077799,1074,miejska,,,brak,,,,172000
Radom,mazowieckie,,51.400057,21.158253,660,,,utwardzana,siatka,,,,198000
Gaj,krakowski,ma³opolskie,49.9628,19.8945,3228,,inny,utwardzana,,,,,420000
Wysoka,wadowicki,ma³opolskie,49.9047,19.5956,1491,,prostok¹t,asfaltowa,brak,,,,72000
Walichnowy,wieruszowski,³ódzkie,51.3041,18.3807,1000,,,polna,,,,,27000
Wa³cz,wa³ecki,zachodniopomorskie,53.273071,16.470912,57000,brak,,asfaltowa,brak,,,,4500000
¯urczyn,nakielski,kujawsko-pomorskie,53.083349,17.774702,1000,,,,,,,,55000
Radwanowice,krakowski,ma³opolskie,50.147266,19.710783,2600,brak,,,,,,brak,60000
Sz¹bruk,olsztyñski,warmiñsko-mazurskie,53.723564,20.33698,1486,miejska,,,,,,,135000
Radzionków,tarnogórski,œl¹skie,50.3998141,18.9017625,606,,,asfaltowa,brak,,,,121200
Kopytówka,wadowicki,ma³opolskie,49.937799,19.645315,2030,,,,brak,,,,90000
Olsztyn,warmiñsko-mazurskie,,53.8124086223357,20.407368395011,3031,miejska,,,,,,,690000
Pozowice,krakowski,ma³opolskie,49.973997,19.697049,4400,,,,brak,,,,185000
Jankowo Gdañskie,gdañski,pomorskie,54.2911124412883,18.5559430032794,5765,,,utwardzana,brak,,,,576500
Warszawa,Ursynów,mazowieckie,52.1384,21.021,1749,,prostok¹t,asfaltowa,,,,,2098800
Daniszyn,ostrowski,wielkopolskie,51.654464,17.640048,3006,,,asfaltowa,,,,,600000
Konarzewo,poznañski,wielkopolskie,52.3367,16.7216,25000,,inny,asfaltowa,,,,,2400000
Wiktorowice,krakowski,ma³opolskie,50.1389,20.0591,1300,,,,brak,,,,180000
Morzyczyn,stargardzki,zachodniopomorskie,53.352795,14.927783,3760,,prostok¹t,utwardzana,brak,,,,338400
Tarnów,ma³opolskie,,50.0101,20.9911,7600,,prostok¹t,asfaltowa,siatka,,,,550000
Pinino,rypiñski,kujawsko-pomorskie,52.982756,19.310934,3001,,prostok¹t,,,,,,85000
Gliwice,œl¹skie,,50.2985,18.6803,36301,,,,,,,,11217009
Mlêcin,miñski,mazowieckie,52.277393,21.684605,1101,,,asfaltowa,brak,,,,35300
Malcanów,otwocki,mazowieckie,52.147516,21.375059,2000,,,,brak,,,,399000
Rzeszów,podkarpackie,,49.9744,22.0336,4997,,prostok¹t,asfaltowa,,,,,1249250
Marki,wo³omiñski,mazowieckie,52.321295,21.10589,10000,,,asfaltowa,,,,,8000000
Wierzchucinek,bydgoski,kujawsko-pomorskie,53.258483,17.786015,2440,,prostok¹t,utwardzana,,,,,76000
D¹browa Górnicza,Bugaj,œl¹skie,50.3217,19.1949,730,,prostok¹t,utwardzana,brak,,,,93000
Gaj,krakowski,ma³opolskie,49.959635,19.888986,1220,,prostok¹t,utwardzana,,,,,165000
Stró¿ewo,p³oñski,mazowieckie,52.518386,20.500957,3000,,,,,,,,120000
Józefów,otwocki,mazowieckie,52.1368,21.2354,1560,,prostok¹t,,,,,,790000
zachodniopomorskie,,,,,1242,,trapez,utwardzana,,,,,186300
Marynin,grodziski,mazowieckie,52.059895,20.714396,2681,,,,,,,,229000
Milanówek,grodziski,mazowieckie,52.124582,20.667208,1500,,prostok¹t,,brak,,,,330000
Kajetany,pruszkowski,mazowieckie,52.097417,20.817449,1311,,,utwardzana,brak,,,,314640
Brwinów,pruszkowski,mazowieckie,52.140582,20.71904,6492,,prostok¹t,,,,,,1947600
Wê¿yk,grodziski,mazowieckie,52.031834,20.61911,3000,,prostok¹t,,,,,,180000
Milanówek,grodziski,mazowieckie,52.124582,20.667208,1903,,prostok¹t,,brak,,,,415000
Osowiec,grodziski,mazowieckie,52.035249,20.647345,1988,,prostok¹t,,,,,,238560
Piastów,pruszkowski,mazowieckie,52.18333,20.85,1225,,prostok¹t,,brak,,,,570000
Nowe Faszczyce,warszawski zachodni,mazowieckie,52.164226,20.569612,1000,,prostok¹t,,,,,,130000
Bieniewiec,grodziski,mazowieckie,52.02618,20.621919,1390,,prostok¹t,polna,,,,,125100
Jaktorów-Kolonia,grodziski,mazowieckie,52.0879,20.5355,1819,,prostok¹t,utwardzana,,,,,120000
Chylice,grodziski,mazowieckie,52.097518,20.563399,1600,,prostok¹t,utwardzana,brak,,,,140000
¯abia Wola,grodziski,mazowieckie,52.030618,20.694948,1021,,prostok¹t,utwardzana,brak,,,,149000
Natolin,grodziski,mazowieckie,52.13108,20.619658,790,,kwadrat,,brak,,,,255000
Ksi¹¿enice,grodziski,mazowieckie,52.073156,20.703983,1500,,prostok¹t,utwardzana,brak,,,,285000
B³onie,warszawski zachodni,mazowieckie,52.2051,20.6085,2100,,prostok¹t,utwardzana,brak,,,,210000
Komorów,pruszkowski,mazowieckie,52.146252,20.816503,1033,,prostok¹t,asfaltowa,,,,,1336000
Nadarzyn,pruszkowski,mazowieckie,52.093404,20.807995,5460,,prostok¹t,asfaltowa,,,,,1638000
¯abia Wola,grodziski,mazowieckie,52.030618,20.694948,1963,,prostok¹t,utwardzana,brak,,,,278000
Teresin,sochaczewski,mazowieckie,52.199382,20.418913,754,,prostok¹t,utwardzana,,,,,105000
W³adków,grodziski,mazowieckie,52.075292,20.584623,1653,,prostok¹t,,,,,,195000
Podkowa Leœna,grodziski,mazowieckie,52.118075,20.729874,1750,,trapez,,brak,,,,787000
Rochaliki,warszawski zachodni,mazowieckie,52.227293,20.573672,2000,,prostok¹t,asfaltowa,brak,,,,170000
Przeszkoda,grodziski,mazowieckie,52.0413,20.6995,1500,,kwadrat,utwardzana,brak,,,,111000
Milanówek,grodziski,mazowieckie,52.124582,20.667208,2716,,prostok¹t,utwardzana,,,,,1200000
Stara Wieœ,pruszkowski,mazowieckie,52.081781,20.770755,2500,,prostok¹t,asfaltowa,,,,,625000
¯ó³win,pruszkowski,mazowieckie,52.106761,20.725973,10268,,prostok¹t,,,,,,1800000
Radziejowice,¿yrardowski,mazowieckie,52.0082201044109,20.5463239823922,12000,,prostok¹t,,,,,,519000
Nadarzyn,pruszkowski,mazowieckie,52.093404,20.807995,1231,,prostok¹t,asfaltowa,,,,,360000
Adamowizna,grodziski,mazowieckie,52.073632,20.636653,15000,,prostok¹t,,brak,,,,1600000
Bieniewiec,grodziski,mazowieckie,52.02618,20.621919,15000,,trapez,asfaltowa,,,,,800000
Nowy £uszczewek,warszawski zachodni,mazowieckie,52.225783,20.527678,2619,,prostok¹t,asfaltowa,brak,,,,145000
Wawrzyszew,warszawski zachodni,mazowieckie,52.21601,20.588982,946,,prostok¹t,utwardzana,brak,,,,99000
Strojec,warszawski zachodni,mazowieckie,52.270615,20.353061,3000,,prostok¹t,polna,,,,,160000
Brwinów,pruszkowski,mazowieckie,52.140582,20.71904,1131,,prostok¹t,,brak,,,,260000
Cholewy,warszawski zachodni,mazowieckie,52.220568,20.491449,2350,,prostok¹t,asfaltowa,,,,,160000
Bieganów,grodziski,mazowieckie,52.044742,20.494189,1000,,prostok¹t,,brak,,,,80000
Radziejowice,¿yrardowski,mazowieckie,52.005438,20.553363,1689,,,,,,,,139000
Adamów-Wieœ,¿yrardowski,mazowieckie,52.03035,20.593967,20000,,prostok¹t,,,,,,1160000
Miêdzyborów,grodziski,mazowieckie,52.064149,20.480609,1700,,prostok¹t,asfaltowa,,,,,269000
Radonie,grodziski,mazowieckie,52.073,20.6587,1500,,prostok¹t,,brak,,,,260000
¯ó³win,pruszkowski,mazowieckie,52.106761,20.725973,127200,,prostok¹t,,,,,,31800000
Miêdzyborów,grodziski,mazowieckie,52.064149,20.480609,5425,,,asfaltowa,,,,,1080000
W³adków,grodziski,mazowieckie,52.075292,20.584623,2687,,prostok¹t,,brak,,,,210000
Piorunów,warszawski zachodni,mazowieckie,52.200116,20.56218,4650,,prostok¹t,,,,,,1860000
Ojrzanów,grodziski,mazowieckie,52.009626,20.738637,1331,,kwadrat,asfaltowa,,,,,133000
Podkowa Leœna,grodziski,mazowieckie,52.118075,20.729874,4670,,,utwardzana,,,,,1699000
Makówka,grodziski,mazowieckie,52.053643,20.606472,9300,,prostok¹t,,,,,,350000
Domaniew,pruszkowski,mazowieckie,52.186337,20.767577,1000,,prostok¹t,utwardzana,,,,,235000
Wólka Smolana,sochaczewski,mazowieckie,52.296427,20.315773,7100,,prostok¹t,asfaltowa,brak,,,,257400
Strzeniówka,pruszkowski,mazowieckie,52.118652,20.7972,1188,,prostok¹t,,brak,,,,366000
Nadarzyn,pruszkowski,mazowieckie,52.093404,20.807995,7257,,,,,,,,1088550
Dawidy,pruszkowski,mazowieckie,52.134126,20.980382,1500,,prostok¹t,,brak,,,,450000
Dawidy,pruszkowski,mazowieckie,52.134126,20.980382,1700,,prostok¹t,,brak,,,,510000
Chylice-Kolonia,grodziski,mazowieckie,52.082399,20.565451,1060,,kwadrat,asfaltowa,,,,,220000
Rozalin,pruszkowski,mazowieckie,52.048562,20.776435,3600,,prostok¹t,asfaltowa,brak,,,,432000
Henryszew,grodziski,mazowieckie,52.074297,20.468626,3521,,trapez,,brak,,,,325000
Stare Budy,grodziski,mazowieckie,52.064092,20.511617,1754,,prostok¹t,,brak,,,,114010
Miêdzyborów,grodziski,mazowieckie,52.064149,20.480609,1442,,trapez,,,,,,195000
Jeruzal,skierniewicki,³ódzkie,51.909708,20.347288,1200,,prostok¹t,,,,,,70000
Falenty Nowe,pruszkowski,mazowieckie,52.136902,20.925818,1200,,prostok¹t,,,,,,462000
Grodzisk Mazowiecki,grodziski,mazowieckie,52.104515,20.622524,1357,,prostok¹t,asfaltowa,brak,,,,850000
Czarny Las,grodziski,mazowieckie,52.062937,20.589885,1602,,prostok¹t,,,,,,216270
Brwinów,pruszkowski,mazowieckie,52.140582,20.71904,1790,,prostok¹t,,brak,,,,299000
¯ó³win,pruszkowski,mazowieckie,52.106761,20.725973,3051,,prostok¹t,,brak,,,,290000
Skierniewice,³ódzkie,,51.959494,20.143277,9876,,prostok¹t,,,,,,950000
Siestrzeñ,grodziski,mazowieckie,52.053436,20.725908,1500,,prostok¹t,,brak,,,,300000
Radziwi³³ów,¿yrardowski,mazowieckie,51.996843,20.283138,4100,,prostok¹t,,brak,,,,118000
Otrêbusy,pruszkowski,mazowieckie,52.1308,20.7551,4000,,prostok¹t,utwardzana,brak,,,,520000
Z³otok³os,piaseczyñski,mazowieckie,52.002796,20.913957,3909,,prostok¹t,,,,,,519000
Miêdzyborów,grodziski,mazowieckie,52.064149,20.480609,1750,,,utwardzana,brak,,,,175000
Radziejowice-Parcel,¿yrardowski,mazowieckie,51.9954,20.5493,3899,,prostok¹t,asfaltowa,brak,,,,315000
Janinów,grodziski,mazowieckie,52.06841,20.615114,1863,,prostok¹t,,brak,,,,317000
Przypki,piaseczyñski,mazowieckie,52.007244,20.813905,1000,,prostok¹t,polna,,,,,130000
Bednary,¿yrardowski,mazowieckie,52.019854,20.404559,16995,,prostok¹t,,,,,,499000
Przypki,piaseczyñski,mazowieckie,52.007244,20.813905,1000,,prostok¹t,polna,,,,,130000
Janinów,grodziski,mazowieckie,52.06841,20.615114,1863,,prostok¹t,,brak,,,,317000
Brwinów,pruszkowski,mazowieckie,52.140582,20.71904,1790,,prostok¹t,,brak,,,,299000
¯ó³win,pruszkowski,mazowieckie,52.106761,20.725973,3051,,prostok¹t,,brak,,,,290000
Skierniewice,³ódzkie,,51.959494,20.143277,9876,,prostok¹t,,,,,,950000
Siestrzeñ,grodziski,mazowieckie,52.053436,20.725908,1500,,prostok¹t,,brak,,,,300000
Miêdzyborów,grodziski,mazowieckie,52.064149,20.480609,1750,,,utwardzana,brak,,,,175000
Mi³kowska Karczma,ostrowiecki,œwiêtokrzyskie,51.006372,21.359113,901,,prostok¹t,asfaltowa,brak,,,,59000
Przywidz,gdañski,pomorskie,54.193961,18.321626,9861,,trapez,asfaltowa,,,,,199000
Chmielnik,rzeszowski,podkarpackie,49.9835,22.1164,1300,,trapez,asfaltowa,,,,,162500
czêstochowski,œl¹skie,,,,1783,,prostok¹t,asfaltowa,siatka,,,,99000
Rusiec,pruszkowski,mazowieckie,52.0773,20.7907,1000,,prostok¹t,,brak,,,,200000
Wi¹zowna,otwocki,mazowieckie,52.173597,21.295024,1509,,,,,,,,520000
Zbros³awice,tarnogórski,œl¹skie,,,982,,,utwardzana,brak,,,,168000
Wi¹zowna,otwocki,mazowieckie,52.173597,21.295024,1140,miejska,,utwardzana,,,,brak,265000
Bia³ystok,Zawady,podlaskie,53.16388889,23.11166667,10000,,,,,,,,2190000
Chybie,cieszyñski,œl¹skie,49.893891,18.815208,1280,miejska,,,brak,,,,49000
Libertów,krakowski,ma³opolskie,49.972144,19.892498,3800,,,,brak,,,,1250000
Sosnowice,wadowicki,ma³opolskie,49.939493,19.71688,800,,,,brak,,,,72000
Kraków,Swoszowice,ma³opolskie,49.99138889,19.94638889,2689,,,,inne,,,,570000
Buszkowy,gdañski,pomorskie,54.2311265464319,18.4333454222594,1875,,,asfaltowa,brak,,,,187500
Lisewiec,gdañski,pomorskie,54.2416811860396,18.5113708238144,3000,,,,brak,,,,210000
Graniczna Wieœ,gdañski,pomorskie,54.160588,18.456077,3000,,,,brak,,,,75000
Kleszczewo,gdañski,pomorskie,54.2021886644293,18.5203177917939,7864,,,utwardzana,brak,,,,471840
Stare Polaszki,koœcierski,pomorskie,54.029559,18.192102,2330,,,,brak,,,,46600
Lublewo Gdañskie,gdañski,pomorskie,54.283538,18.504385,31600,,,,brak,,,,2528000
Rumin,koniñski,wielkopolskie,52.20796,18.192573,1300,brak,,,brak,,,,117000
Tr¹bki Ma³e,gdañski,pomorskie,54.1820554496238,18.5744499966096,1834,,,utwardzana,brak,,,,160000
Stare Polaszki,koœcierski,pomorskie,54.029559,18.192102,1523,,,,brak,,,,38075
Czapielsk,gdañski,pomorskie,54.2652229617785,18.4141931529357,2240,,,,brak,,,,199000
Nowosió³ki,bia³ostocki,podlaskie,53.174067,23.524043,2639,,,utwardzana,brak,,,,212000
Kazimierz Dolny,pu³awski,lubelskie,51.3123940848221,21.9518809150329,2327,,,,,,,,440000
Górki Wielkie,cieszyñski,œl¹skie,,,1575,brak,,asfaltowa,,,,,105000
Bydgoszcz,Fordon,kujawsko-pomorskie,53.1715649,18.1410266,14314,szambo,,,brak,,,,1200000
Kraków,Bie¿anów,ma³opolskie,50.0066690219216,20.0414258964212,826,,prostok¹t,,mieszane,,,,398000
Gniezno,wielkopolskie,,52.529175,17.598947,1130,,prostok¹t,utwardzana,brak,,,,90400
Czarny Las,grodziski,mazowieckie,52.0617,20.5964,49978,,,utwardzana,brak,,,,1250000
Milanówek,grodziski,mazowieckie,52.1349,20.6566,2294,,prostok¹t,,,,,,800000
Uœcie Gorlickie,gorlicki,ma³opolskie,49.5221,21.1381,19500,,prostok¹t,asfaltowa,brak,,,,1350000
Otrêbusy,pruszkowski,mazowieckie,52.1272,20.7614,900,,prostok¹t,,,,,,400000
Charzykowy,chojnicki,pomorskie,53.7363,17.5115,1137,,prostok¹t,polna,,,,,155000
Toruñ,Stawki,kujawsko-pomorskie,53.0072,18.6105,1633,,,,,,,,699000
Arciechów,wo³omiñski,mazowieckie,52.5057,21.0985,3663,,trapez,,,,,,270000
Emów,otwocki,mazowieckie,52.160666,21.276278,1200,,,,brak,,,,494000
Przy³êki,bydgoski,kujawsko-pomorskie,53.041278,17.971075,900,,prostok¹t,utwardzana,brak,,,,75000
Kolbuszowa Górna,kolbuszowski,podkarpackie,50.230747,21.788897,1210,,trapez,asfaltowa,brak,,,,78500
B¹kówka,piaseczyñski,mazowieckie,52.0458,20.9506,2800,,,asfaltowa,,,,,700000
Dyzin,otwocki,mazowieckie,52.01,21.4585,1250,,prostok¹t,asfaltowa,brak,,,,220000
Przemyœl,podkarpackie,,49.8087,22.7589,65000,,prostok¹t,asfaltowa,,,,,3999000
Cupel,legionowski,mazowieckie,52.5139,21.0978,7800,,prostok¹t,asfaltowa,,,,,930000
Adamowizna,grodziski,mazowieckie,52.1044,20.6351,1596,,prostok¹t,,brak,,,,350000
Biery,bielski,œl¹skie,49.795063,18.908887,1000,,prostok¹t,,,,,,150000
Milanówek,grodziski,mazowieckie,52.124582,20.667208,5555,,prostok¹t,,brak,,,,1050000
Podkowa Leœna,grodziski,mazowieckie,52.118075,20.729874,2594,,trapez,utwardzana,brak,,,,999000
Osowiec,grodziski,mazowieckie,52.035249,20.647345,1000,,prostok¹t,,,,,,120000
Osowiec,grodziski,mazowieckie,52.035249,20.647345,1000,,prostok¹t,,,,,,120000
Milanówek,grodziski,mazowieckie,52.124582,20.667208,2525,,prostok¹t,,brak,,,,1190000
Nowe Faszczyce,warszawski zachodni,mazowieckie,52.164226,20.569612,1000,,prostok¹t,asfaltowa,,,,,130000
Janinów,grodziski,mazowieckie,52.0714,20.609,1782,,prostok¹t,,,,,,260000
S³ubica B,grodziski,mazowieckie,51.995069,20.622458,1208,,prostok¹t,asfaltowa,,,,,150000
Wola Pêkoszewska,skierniewicki,³ódzkie,51.9205,20.4202,4200,,prostok¹t,,brak,,,,119000
Kazimierz Dolny,pu³awski,lubelskie,51.322658,21.948951,29224,,,,brak,,,,1490000
Kanie,pruszkowski,mazowieckie,52.1268,20.7715,2157,,prostok¹t,asfaltowa,,,,,898000
Warszawa,Siekierki,mazowieckie,52.1907723305522,21.0970347619834,7860,,trapez,utwardzana,brak,,,,4323000
Osowiec,grodziski,mazowieckie,52.035249,20.647345,6000,,,asfaltowa,brak,,,,600000
Kazimierz Dolny,pu³awski,lubelskie,51.322658,21.948951,29224,,,,brak,,,,1490000
Komorów,pruszkowski,mazowieckie,52.146252,20.816503,2106,,trójk¹t,,brak,,,,843000
Komorów,pruszkowski,mazowieckie,52.146252,20.816503,1954,,trójk¹t,,brak,,,,782000
Komorów,pruszkowski,mazowieckie,52.146252,20.816503,517,,kwadrat,asfaltowa,,,,,668000
Budy-Grzybek,grodziski,mazowieckie,52.065095,20.555134,2130,,prostok¹t,asfaltowa,brak,,,,150000
Kaleñ,grodziski,mazowieckie,52.006762,20.6918,1000,,prostok¹t,asfaltowa,brak,,,,60000
Kajetany,pruszkowski,mazowieckie,52.097417,20.817449,2569,,prostok¹t,,,,,,579000
Zboiska,¿yrardowski,mazowieckie,51.982256,20.567698,1188,,prostok¹t,,,,,,89000
Urzut,pruszkowski,mazowieckie,52.073848,20.741939,2388,,prostok¹t,asfaltowa,,,,,335000
Komorów,pruszkowski,mazowieckie,52.1373566612523,20.8204330432583,1044,,prostok¹t,utwardzana,,,,,1025000
Adamów-Parcel,¿yrardowski,mazowieckie,52.018544,20.593631,1795,,prostok¹t,,brak,,,,179500
Rochaliki,warszawski zachodni,mazowieckie,52.227293,20.573672,5057,,prostok¹t,polna,brak,,,,450000
Rochaliki,warszawski zachodni,mazowieckie,52.227293,20.573672,7406,,prostok¹t,asfaltowa,brak,,,,650000
Bieniewice,warszawski zachodni,mazowieckie,52.181264,20.574297,1050,,prostok¹t,utwardzana,brak,,,,130000
